"Id","SalePrice"
1969,323488.153305958
1970,356768.994347591
1971,385416.580539126
1972,321074.313786086
1973,273508.972685512
1974,291040.773279454
1975,386207.144662979
1976,270889.971384807
1977,316845.164421225
1978,329798.466532081
1979,316872.373018632
1980,218887.448568894
1981,311350.680960311
1982,237991.305667062
1983,237991.305667062
1984,208632.281348822
1985,238995.857007665
1986,246821.990224135
1987,208253.721429212
1988,184550.539436435
1989,215278.672017201
1990,228193.201522204
1991,219250.087065362
1992,227910.479714957
1993,195886.312171619
1994,249086.680994038
1995,210701.536591415
1996,267520.20004642
1997,315204.722392871
1998,302874.680358271
1999,239368.166968743
2000,297715.228129933
2001,256881.416339264
2002,251393.651736097
2003,277013.994609135
2004,264021.204535922
2005,247760.390940196
2006,240794.715942572
2007,279075.060275296
2008,207809.561129275
2009,193778.285561374
2010,212918.267738397
2011,153769.80793138
2012,202892.528676061
2013,182884.25869708
2014,190260.172585064
2015,208133.846371055
2016,191624.112529808
2017,210903.79110428
2018,111308.594525576
2019,113316.529491981
2020,105968.431969822
2021,101373.931535949
2022,188558.483758771
2023,161628.426601977
2024,244817.907480213
2025,337496.97720322
2026,208392.273457171
2027,163078.585671307
2028,196891.961510243
2029,181892.682633088
2030,279240.144657039
2031,253023.539831382
2032,262047.525380294
2033,272776.448161972
2034,193181.673926803
2035,218628.806307026
2036,232012.714557518
2037,233276.878991995
2038,319321.609269789
2039,223642.165117657
2040,331418.599522432
2041,254411.468114294
2042,223333.683898905
2043,185868.127064576
2044,211292.641671964
2045,221273.904797508
2046,179902.404762836
2047,141712.457350581
2048,132940.849040471
2049,188429.657162267
2050,197321.305041194
2051,91371.8469136516
2052,135643.706103108
2053,132171.363114478
2054,57139.906221979
2055,163032.79646758
2056,135576.297951871
2057,110729.634915507
2058,208322.978889755
2059,124273.667165636
2060,154462.179811227
2061,189055.182001876
2062,118386.184130743
2063,94455.9897974131
2064,134882.498525364
2065,118796.284588023
2066,195218.198692181
2067,146918.840425077
2068,192470.203362843
2069,58334.8621303522
2070,99441.4873194605
2071,72096.657504165
2072,166887.699045187
2073,130793.687588173
2074,203456.179072099
2075,147546.504758695
2076,111055.977601439
2077,131873.571873169
2078,114380.117406302
2079,148341.072845299
2080,126417.851138753
2081,136408.24250943
2082,163338.150754046
2083,150244.187008727
2084,93749.5838493025
2085,122319.512672414
2086,148392.709670028
2087,145971.269242606
2088,118215.781670414
2089,77053.8801169288
2090,146440.953191968
2091,97575.7383163793
2092,136807.597247256
2093,132819.36615843
2094,142481.371665364
2095,155405.752533049
2096,81787.6840483887
2097,84582.6829824293
2098,154465.25168587
2099,-4852.88994066534
2100,89831.5369374152
2101,148810.653684355
2102,154453.350619492
2103,94320.2849506515
2104,186616.383794686
2105,113108.922178502
2106,47458.844761171
2107,244210.619705517
2108,109355.002430013
2109,106769.774485174
2110,120295.391240137
2111,174546.010453475
2112,140657.370131453
2113,120936.857392673
2114,131027.899643192
2115,166917.315572785
2116,126100.472528004
2117,155010.951618486
2118,133357.931655683
2119,122390.097239629
2120,107727.439365419
2121,NA
2122,75865.8615836322
2123,86848.0745471648
2124,210618.786691392
2125,163232.061094317
2126,182033.985327303
2127,182433.416253229
2128,140065.378492689
2129,117879.874375875
2130,144419.126882073
2131,196149.105315507
2132,131539.511233772
2133,151156.704094778
2134,124551.040031461
2135,98738.1157629979
2136,47767.3034613707
2137,122058.926005942
2138,131630.244612144
2139,161211.540796612
2140,124597.04035983
2141,146783.950039663
2142,120630.395005114
2143,146633.534649115
2144,129195.873549184
2145,120555.917583141
2146,155984.560171036
2147,171672.254767031
2148,146074.937344612
2149,136453.413047104
2150,219186.950692496
2151,135721.505165915
2152,149714.547642865
2153,151353.958937962
2154,92685.3517694213
2155,142467.641119421
2156,253165.598674848
2157,234507.641936607
2158,237329.828825752
2159,231720.627370816
2160,192771.290532658
2161,275349.561654185
2162,350872.022731789
2163,308462.312252773
2164,258817.423605745
2165,193646.519534434
2166,141495.022468889
2167,219483.352539746
2168,195540.490270753
2169,208751.023874431
2170,222289.658383067
2171,143104.62803804
2172,139335.301824197
2173,173536.739222297
2174,250724.589929052
2175,299526.130700837
2176,287195.40846786
2177,254302.286906986
2178,237257.827195741
2179,155027.3089758
2180,248399.704917597
2181,224856.581488261
2182,250723.005744531
2183,219180.118694096
2184,121714.985287914
2185,125451.21593574
2186,164450.255757743
2187,162461.708795905
2188,168228.674804095
2189,297501.207629478
2190,64768.6108668062
2191,64768.6108668062
2192,55889.958492791
2193,92809.3465434378
2194,89641.5203154142
2195,81193.645533388
2196,89955.6864657236
2197,108404.230697287
2198,172503.560426441
2199,178726.559986233
2200,124182.70162435
2201,147113.796116039
2202,192217.84804592
2203,156703.606955112
2204,163623.480772598
2205,117960.707782656
2206,134710.550210368
2207,212172.137698429
2208,230654.689457884
2209,198108.180849222
2210,139981.138808939
2211,128014.094241769
2212,135173.994141279
2213,89036.4652911336
2214,139842.246116672
2215,100140.530678149
2216,160338.994525928
2217,4352.3820717195
2218,72856.636216068
2219,76180.0101369143
2220,55855.7328902305
2221,262838.651894396
2222,240803.555967167
2223,280778.728289194
2224,234097.585780198
2225,154520.740337867
2226,177326.262676948
2227,216503.995002666
2228,268328.442809538
2229,243530.75469352
2230,152056.873268311
2231,225838.101737715
2232,201265.729903181
2233,180013.9987105
2234,244208.64909372
2235,221163.90752213
2236,273078.67384319
2237,303546.933525958
2238,242455.68913591
2239,127470.804605607
2240,179839.523470757
2241,138373.773898169
2242,136354.902927309
2243,131499.303098872
2244,88771.9914120934
2245,78304.4167484895
2246,127440.677662926
2247,120278.524468175
2248,107168.026817914
2249,115540.202685089
2250,127780.885614301
2251,131751.660461336
2252,200091.140431861
2253,166392.078821434
2254,182520.614681484
2255,196526.685227777
2256,198889.052138176
2257,225214.750074601
2258,197561.089896373
2259,189212.83030508
2260,161932.902581198
2261,215181.090346369
2262,227988.861374449
2263,301230.814488568
2264,361436.735966993
2265,179591.25077476
2266,280467.765141399
2267,311295.76094957
2268,345679.727578304
2269,181355.290693632
2270,195499.730777696
2271,229725.185126064
2272,216693.605028856
2273,172047.14020578
2274,188481.367553841
2275,177297.036765703
2276,199365.014349707
2277,197045.123480109
2278,161841.963662965
2279,117919.565139921
2280,84132.2542614494
2281,194045.866586861
2282,193647.401739749
2283,125146.13013164
2284,136332.784250845
2285,165433.657761452
2286,113104.944030236
2287,311699.683458317
2288,281682.339823186
2289,317061.162903025
2290,356125.627074961
2291,301377.570052354
2292,350169.825760221
2293,373327.04597059
2294,352088.910436783
2295,372602.867568259
2296,285038.819411212
2297,273680.938560647
2298,310747.004261527
2299,340155.099003985
2300,297010.588580126
2301,258960.313419834
2302,254166.509000481
2303,268599.028527358
2304,273714.773997296
2305,193382.70503517
2306,193382.70503517
2307,198350.036529984
2308,255261.687224017
2309,277081.757078867
2310,236220.24982723
2311,221056.629134494
2312,183957.406548161
2313,185134.434592889
2314,196620.523223641
2315,182343.244360177
2316,207487.742500576
2317,195088.781241708
2318,183756.565436884
2319,201050.176357347
2320,210615.387740046
2321,267814.171496517
2322,211502.569933738
2323,192826.315335188
2324,189574.69331836
2325,232175.397036148
2326,190195.033029122
2327,226413.882206138
2328,228550.227775189
2329,195339.954302265
2330,193827.454180114
2331,320472.087190831
2332,356947.688594594
2333,308764.774097751
2334,267583.148380272
2335,262898.913131376
2336,303219.270311821
2337,220029.822333169
2338,269305.975002162
2339,253418.517285981
2340,345217.099176971
2341,233193.250794425
2342,253448.667468176
2343,230451.084928882
2344,248641.563786382
2345,273671.42465384
2346,237867.691866578
2347,217007.459520271
2348,243229.493026606
2349,166314.427495772
2350,264021.293299704
2351,258046.358222217
2352,280656.383707577
2353,255410.298484134
2354,148049.041586753
2355,171732.430239045
2356,154781.502332971
2357,228759.238791421
2358,197831.52781825
2359,140488.615699237
2360,110695.169617827
2361,132936.116760074
2362,260401.667702551
2363,135618.138328678
2364,166086.392757665
2365,239714.052124781
2366,221991.240968807
2367,255441.300081393
2368,218414.870110468
2369,255211.388182416
2370,179645.121391741
2371,183936.437266279
2372,215136.770823828
2373,259536.224784554
2374,277176.25224549
2375,244714.435833901
2376,282306.272095773
2377,320447.01597042
2378,158115.366468446
2379,224166.364021488
2380,155263.389742633
2381,174451.599752095
2382,217993.563432759
2383,231819.74310425
2384,237320.091660344
2385,156751.45433844
2386,137342.561025428
2387,127786.676546634
2388,117423.831068948
2389,126517.091738022
2390,135634.50618408
2391,123225.377366074
2392,102392.403211683
2393,185526.965099867
2394,152040.824543957
2395,205804.15038046
2396,159916.587741238
2397,207474.687817027
2398,122449.222871588
2399,22444.3924311264
2400,13018.8344814167
2401,106091.733792933
2402,119795.132837132
2403,190535.679101677
2404,142702.618641694
2405,166963.856413585
2406,136604.633763708
2407,109876.740956266
2408,131570.381797829
2409,123089.617773408
2410,200409.233648315
2411,103245.297170924
2412,144490.3502305
2413,126608.42544773
2414,129949.718512335
2415,171102.342809552
2416,137909.497558169
2417,131465.114487557
2418,116205.516116975
2419,117856.250117716
2420,102479.389143263
2421,130752.614863409
2422,100968.884767964
2423,98672.7366591823
2424,163929.291935074
2425,245000.210497
2426,120634.651648923
2427,109849.68717037
2428,189484.831295504
2429,102983.724960005
2430,131505.665320192
2431,118979.300495858
2432,126348.859712879
2433,124265.332040045
2434,131202.925881603
2435,142379.421744935
2436,88113.4243297002
2437,100885.533512058
2438,106096.760213444
2439,118905.215727746
2440,145111.435550128
2441,102294.231118279
2442,108560.016305183
2443,119771.610259128
2444,122822.990762535
2445,69930.0902562035
2446,131510.304263375
2447,216934.133321451
2448,145397.573310019
2449,109584.513730508
2450,173064.30262122
2451,123086.431378235
2452,227363.164778249
2453,68021.2420514806
2454,106004.371135744
2455,110243.317617139
2456,123415.745781966
2457,120529.630453169
2458,121020.557614728
2459,94397.5764327673
2460,152899.228758251
2461,111753.939579306
2462,133480.303761296
2463,122766.750581208
2464,195467.817385693
2465,143997.960893365
2466,125275.008795148
2467,172829.039525089
2468,95415.3610958412
2469,105019.974517998
2470,211884.946797213
2471,206253.271060848
2472,194189.43605393
2473,112697.42453283
2474,93641.4651405823
2475,231302.696880156
2476,116002.447345653
2477,111163.720878358
2478,168985.579650516
2479,107680.590486807
2480,138968.86288851
2481,117409.964659075
2482,123623.970918661
2483,106154.429154045
2484,124417.199486234
2485,106812.990803472
2486,149526.417934325
2487,208575.330463336
2488,163163.18963235
2489,173238.854830649
2490,135659.013853441
2491,80523.9892269493
2492,194837.598889553
2493,145606.617175957
2494,164017.795305845
2495,90880.0827728211
2496,250900.9858481
2497,157522.326715522
2498,98931.9414164948
2499,77507.6286657748
2500,126035.551372615
2501,135086.229491276
2502,144202.050471472
2503,95444.4465020365
2504,200109.031110068
2505,226313.286489497
2506,278180.046332595
2507,318606.170601303
2508,278180.046332595
2509,248536.866639692
2510,250584.956828277
2511,211137.785710332
2512,221658.302491513
2513,218818.031600067
2514,241696.422246273
2515,144144.26593279
2516,168204.364368356
2517,126945.666415672
2518,136780.870295872
2519,226019.493537323
2520,215337.818929409
2521,213284.515154675
2522,224948.447595686
2523,123217.153280079
2524,135414.075304399
2525,134502.8944871
2526,137331.698975091
2527,111190.507178434
2528,122744.807589912
2529,128182.848763026
2530,101192.09453122
2531,241778.84907299
2532,230635.96104989
2533,216138.526672943
2534,252153.129958945
2535,293431.920180378
2536,233271.376232795
2537,234489.730641579
2538,202346.306865097
2539,203840.295835688
2540,196189.191089974
2541,202560.271729127
2542,164449.25406244
2543,109288.321425289
2544,114063.667697408
2545,128519.646858767
2546,160940.908004329
2547,156004.68122923
2548,175714.431611262
2549,157513.815175793
2550,605032.691046791
2551,164222.290659372
2552,118883.181878965
2553,64768.6108668062
2554,107048.34672186
2555,115929.433460365
2556,69114.6928140577
2557,91611.7792589768
2558,171320.717373603
2559,133766.356342164
2560,139379.043255382
2561,143921.851815778
2562,130741.623729148
2563,143515.526672535
2564,197201.198426571
2565,117057.724006088
2566,134616.629182436
2567,126356.93500867
2568,192483.462996397
2569,190429.849393746
2570,140813.783361122
2571,178984.264935464
2572,201961.444053183
2573,229519.450119836
2574,296667.257034583
2575,139159.400806457
2576,127271.134928035
2577,NA
2578,85239.7263194183
2579,10589.9445933466
2580,142230.503100633
2581,116351.143682267
2582,115151.570985395
2583,260446.110130826
2584,174570.828809573
2585,194150.908316664
2586,220899.386543591
2587,221070.553235781
2588,151277.162143652
2589,154062.385497678
2590,221189.991143943
2591,229679.20674673
2592,246314.715339672
2593,256033.125206297
2594,199073.785026466
2595,231941.525929874
2596,298323.751016529
2597,204353.360637429
2598,262189.846572123
2599,333253.539673408
2600,158076.645279385
2601,158386.572264832
2602,84604.3418097197
2603,78369.6918576293
2604,69078.1897087211
2605,86557.9339052829
2606,133089.616939861
2607,181798.50326148
2608,185090.504381865
2609,144034.230753199
2610,85102.1173130691
2611,137614.995095127
2612,154202.229553469
2613,107168.026817914
2614,113103.430399209
2615,165293.432810508
2616,131305.858390323
2617,201411.190327637
2618,182847.035375326
2619,241374.927100323
2620,182330.594241301
2621,186758.404608229
2622,193601.929476321
2623,261390.587844411
2624,285260.33738409
2625,321015.602859753
2626,176342.357105855
2627,216762.413778651
2628,342922.239651129
2629,395653.827728218
2630,316840.857226213
2631,374832.108860249
2632,342218.443533249
2633,288423.830658692
2634,324964.265212643
2635,162197.848783821
2636,213467.467329257
2637,180537.25615079
2638,249060.493106921
2639,197227.55319416
2640,161486.527112035
2641,100066.643450601
2642,202597.221844061
2643,139695.486184857
2644,140705.686378477
2645,120639.727533725
2646,116404.532423516
2647,124657.73210775
2648,159160.103955532
2649,140552.708500204
2650,164344.426049812
2651,170073.026023961
2652,345295.905175118
2653,274132.734157253
2654,264449.400503209
2655,315722.670881931
2656,304314.67990561
2657,302800.506115304
2658,275376.446495645
2659,290926.911178767
2660,306515.72023392
2661,309711.574046554
2662,308229.7097237
2663,280975.043663692
2664,275994.594393355
2665,301143.496704886
2666,284938.363486731
2667,179949.91256189
2668,202607.095921655
2669,195577.179265599
2670,289409.855110486
2671,202607.095921655
2672,216429.024085438
2673,226664.133429479
2674,229954.546140005
2675,200540.811854729
2676,210830.633902308
2677,207084.826606923
2678,267511.630746892
2679,267924.577410674
2680,285326.170238173
2681,347699.748431916
2682,311967.715739496
2683,385149.681002221
2684,299009.573434691
2685,316925.341617593
2686,258199.712506225
2687,279414.550833874
2688,251122.244311672
2689,232411.962347873
2690,358401.409378259
2691,196518.75277125
2692,150756.919217845
2693,221900.337282428
2694,150127.098168516
2695,216705.185103191
2696,208937.315681168
2697,201543.21952207
2698,190499.378201436
2699,194004.46506851
2700,179227.223358325
2701,164619.838477755
2702,125700.70798789
2703,171234.674472871
2704,148894.349805952
2705,112285.390573358
2706,107035.45978915
2707,120973.407942226
2708,115596.944903234
2709,91286.8387024736
2710,109158.82667454
2711,284279.621239411
2712,318106.396015808
2713,199854.346297698
2714,183181.83516579
2715,181624.826443994
2716,174369.684058901
2717,192232.708125582
2718,254259.597511407
2719,146806.833075022
2720,197596.291338896
2721,133846.794200789
2722,161807.11789039
2723,158152.784061276
2724,105412.689810663
2725,118320.642099791
2726,126260.037365903
2727,183536.568229333
2728,179481.404189498
2729,138203.508645718
2730,131699.659031085
2731,108134.550048523
2732,107253.713836528
2733,166787.638763723
2734,155548.015625035
2735,121656.548982606
2736,141490.792714918
2737,108837.131333841
2738,177484.857622495
2739,168441.353602434
2740,148249.207315781
2741,136371.206213747
2742,168933.018079711
2743,133999.653120998
2744,150557.115524685
2745,145700.795097731
2746,122246.824821453
2747,163863.03579112
2748,119952.220539871
2749,109628.374381526
2750,113362.208128227
2751,108403.188069687
2752,243191.686631701
2753,161278.451995442
2754,242703.344757599
2755,149454.022570661
2756,51887.8346626409
2757,52071.5508390983
2758,56020.4735846444
2759,151626.085321971
2760,128829.436855377
2761,143944.139230122
2762,154796.90506541
2763,210692.368397392
2764,177529.753385875
2765,269125.736465404
2766,107038.302200318
2767,63847.4556497643
2768,142649.271317912
2769,124074.74894678
2770,171228.321186088
2771,100885.533512058
2772,99665.1836365914
2773,168181.772087647
2774,145013.183860812
2775,124129.460926008
2776,160349.58542795
2777,168907.675979485
2778,125218.750817141
2779,134866.896763281
2780,123941.527104818
2781,88180.4392478419
2782,69223.5212210951
2783,63905.7648565703
2784,119963.833789741
2785,135322.3100337
2786,17399.9463367949
2787,127881.707515315
2788,45215.8777272017
2789,228609.405507896
2790,83598.1223553097
2791,121429.027861414
2792,45940.482540429
2793,170379.746317321
2794,59127.6911327798
2795,117538.516561964
2796,85862.3512169289
2797,238353.830839881
2798,104737.311694035
2799,111511.576703851
2800,66399.6029856916
2801,121212.911703988
2802,124292.085880726
2803,224323.83291909
2804,143085.852490172
2805,86481.2267396223
2806,92442.782655844
2807,179509.770167198
2808,134434.651334108
2809,127649.60967537
2810,118982.952965766
2811,161768.985282034
2812,156725.278953263
2813,214076.970569965
2814,212586.771121521
2815,90290.9856462516
2816,239315.439735199
2817,127182.572310744
2818,115116.030061673
2819,182053.987427186
2820,124181.62313344
2821,104418.439956647
2822,198125.245474447
2823,304539.556283118
2824,177103.618804024
2825,148369.931804871
2826,125802.678207512
2827,157840.819819096
2828,236202.123189386
2829,225965.676279862
2830,255429.259732878
2831,205724.020107637
2832,238439.992780888
2833,272209.114995423
2834,224687.509124348
2835,239336.296555877
2836,208642.788543751
2837,182150.963569056
2838,151578.59292383
2839,178945.798931127
2840,220270.416179978
2841,215203.60790662
2842,220568.183199474
2843,146543.862345837
2844,187430.508299109
2845,105769.513750966
2846,217356.646589201
2847,194767.144153561
